Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,fielders,Sum of fours,Sum of innings,isout,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate,team,wickettype
16,24925,16,124404,{62033},1,5,true,2393489,17,1,250,Daredevils,caught
8,59601,2,66722,{62033},0,1,true,733987,3,0,37.5,Kings XI,caught
10,51057,3,12894,{62033},1,1,true,734045,20,2,200,Mumbai,caught
27,60530,4,45554,{62033},1,1,true,729311,25,1,92.59,Sunrisers,caught
5,95315,1,62051,{62051},1,2,true,1254070,7,0,140,Capitals,caught
1,49039,8,79159,{62051},0,2,true,1359487,0,0,0,KKR,caught
10,7139,8,47023,{62051},0,2,true,829747,9,1,90,Mumbai,caught
8,46533,3,7678,{62051},1,2,true,981011,6,0,75,RCB,caught
6,60806,3,57196,{62051},0,1,true,1254093,3,0,50,Royals,caught
13,15731,5,49958,{62051},2,1,true,829793,16,0,123.07,Sunrisers,caught
61,60530,2,66722,{62051},8,2,true,1359504,68,0,111.47,Super Giants,caught
20,25841,5,125275,{62051},3,2,true,2363528,15,0,148.34,Super Kings,caught
44,10384,2,61325,{62153},2,2,true,1082610,72,7,163.63,Guj Lions,caught
8,15731,7,10125,{62153},1,2,true,1082628,9,0,112.5,Mumbai,caught
29,144059,7,105344,{62153},4,4,true,2234973,60,5,282,Sunrisers,caught
3,46933,2,51092,{62153},0,1,true,1254104,0,0,0,Super Kings,caught
40,101377,4,56325,{62153},5,2,true,2165248,51,1,215.62,Supergiant,caught
21,63224,5,87477,{62181},1,2,true,1178406,11,0,52.38,Mumbai,caught
16,49342,1,0,"{62182,12701}",0,2,true,829759,12,0,75,Kings XI,run out
3,15308,9,0,"{62182,44829}",0,1,true,598044,0,0,0,Daredevils,run out
30,11399,6,49193,{62182},1,1,true,598010,23,0,76.66,Daredevils,caught
24,11920,1,15731,{62182},5,1,true,598013,28,0,116.66,KKR,caught
17,9900,2,47154,{62182},3,1,true,829751,17,0,100,Mumbai,caught
15,46533,4,12049,{62182},0,2,true,598048,15,1,100,RCB,caught
35,2281,1,49193,{62182},4,2,true,598032,36,1,102.85,Royals,caught
19,45554,1,47078,{62182},3,2,true,829773,21,1,110.52,Super Kings,caught
3,50483,8,51057,{62457},0,1,true,1082632,1,0,33.33,Guj Lions,caught
19,103564,6,74394,{62457},4,2,true,1961884,25,0,156.25,Kings XI,caught
13,49039,2,54283,{62457},4,2,true,1136619,26,1,200,KKR,caught
10,47055,6,49958,{62457},0,1,true,981003,14,1,140,Sunrisers,caught
8,15887,2,0,{62457},2,1,true,981003,10,0,125,Sunrisers,run out
6,62022,8,61797,{62457},0,2,true,1136617,10,1,166.66,Super Kings,caught
19,61990,6,66253,{62490},1,1,true,1082617,15,0,78.94,KKR,caught
23,140387,8,159279,{62500},5,3,true,2273144,40,2,335.38,Daredevils,caught
64,114165,11,192872,{62500},13,5,true,3493432,113,5,534.08,KKR,caught
2,53268,2,12894,{62500},0,1,true,1136598,2,0,100,Royals,caught
25,102304,5,142621,{62500},2,3,true,2440643,22,1,166.66,Sunrisers,caught
24,12084,3,0,"{6253,7129}",3,2,true,392228,31,1,129.16,Chargers,run out
55,64292,7,56838,{6253},10,3,true,967432,65,0,229.26,Chargers,caught
89,74813,7,115819,{6253},12,5,true,1491453,118,6,356.32,Daredevils,caught
56,48739,1,0,{6253},9,2,true,598001,77,1,137.5,Daredevils,run out
34,28935,11,108107,{6253},7,5,true,1276564,40,0,370.83,Kings XI,caught
14,15473,6,9815,{6253},0,2,true,548312,15,1,107.14,KKR,caught
42,67983,15,159151,{6253},3,5,true,1930123,39,1,355.65,Mumbai,caught
51,164374,18,109001,{6253},5,5,true,2064105,46,0,325.73,RCB,caught
17,7979,1,0,{6253},5,2,true,336010,22,0,129.41,RCB,run out
14,15473,5,48965,{6253},2,1,true,419118,15,0,107.14,Royals,caught
32,76291,18,151675,{6253},2,3,true,1925382,33,1,276.05,Sunrisers,caught
27,35384,2,0,{6253},4,1,true,392231,30,0,111.11,Super Kings,run out
51,95211,9,70989,{6253},5,4,true,1146374,54,1,204.35,Warriors,caught
11,45222,6,9505,{6256},2,2,true,501236,17,0,154.54,Chargers,caught
90,137142,20,241440,{6256},9,11,true,3659357,91,2,559.66,Daredevils,caught
18,137259,11,142199,{6256},5,4,true,1794055,25,0,295.45,Kings XI,caught
25,15477,5,107089,{6256},5,3,true,1146403,28,0,181.57,KKR,caught
61,11920,1,0,{6256},14,2,true,598034,92,2,150.81,KKR,run out
82,151623,27,230735,{6256},13,7,true,2796655,130,7,568.75,Mumbai,caught
49,125948,31,202779,{6256},2,8,true,2601152,58,4,489.18,RCB,caught
93,119324,9,148058,{6256},9,5,true,2381644,127,6,375.08,Royals,caught
25,8163,6,0,"{6259,9587}",1,1,true,392216,32,2,128,Chargers,run out
5,15267,9,0,"{6259,9587}",0,1,true,392234,1,0,20,Super Kings,run out
17,8742,5,7716,{6259},2,1,true,392204,19,0,111.76,RCB,caught
51,12701,1,47185,{6259},5,1,true,392210,68,5,133.33,Royals,caught
2,9492,7,0,"{6315,12701}",0,2,true,548342,2,0,100,Mumbai,run out
13,46533,4,0,"{6315,47185}",0,2,true,419108,7,0,53.84,Daredevils,run out
12,11374,8,0,"{6315,9587}",2,1,true,335995,18,0,150,Daredevils,run out
131,101034,21,146016,{6315},18,8,true,3220584,183,7,1039.77,Chargers,caught
2,48405,5,0,{6315},0,1,true,419117,1,0,50,Chargers,run out
95,24367,8,34818,{6315},12,5,true,1257365,97,1,315.23,Daredevils,caught
33,8813,4,47123,{6315},7,2,true,501254,69,5,209.09,Kings XI,caught
14,23246,8,19363,{6315},2,4,true,1002484,17,0,130.76,KKR,caught
12,47055,5,0,{6315},1,2,true,501219,10,0,83.33,KKR,run out
54,60228,9,84801,{6315},5,7,true,2086890,63,3,175.63,Mumbai,caught
1,1934,2,0,{6315},0,1,true,598006,1,0,100,Mumbai,run out
213,227967,26,243246,{6315},29,11,true,3545842,269,6,834.94,RCB,caught
76,87567,18,120869,{6315},11,3,true,1491469,98,3,402.45,Royals,caught
112,23496,11,82728,{6315},15,5,true,1824907,146,7,533.3,Super Kings,caught
59,10125,2,0,"{63224,58406}",8,2,true,1181768,80,4,135.59,Super Kings,run out
27,46533,5,0,"{63224,75325}",4,2,true,1254058,48,2,177.77,RCB,run out
102,528336,47,578578,{63224},12,13,true,10125398,119,4,862.57,Capitals,caught
10,71331,3,96617,{63224},0,1,true,1136615,6,0,60,Daredevils,caught
35,124572,10,116940,{63224},3,2,true,2165231,39,1,211.9,Guj Lions,caught
64,126766,12,184646,{63224},7,4,true,3490357,117,10,536.9,Kings XI,caught
58,399221,29,508973,{63224},7,13,true,8555966,59,1,786.66,KKR,caught
58,192470,18,321653,{63224},10,8,true,5382607,75,1,427.91,Punjab Kings,caught
87,415386,34,357692,{63224},3,9,true,7210515,96,5,555.23,RCB,caught
35,151974,5,158486,{63224},6,3,true,2440690,53,2,299.01,Royals,caught
23,114087,11,105766,{63224},6,4,true,2390655,34,0,161.9,Sunrisers,caught
55,246361,33,369038,{63224},6,8,true,7399169,83,5,682.88,Super Kings,caught
5,51096,1,53716,{63224},0,1,true,980957,4,0,80,Supergiants,caught
15,70633,4,101792,{63224},1,1,true,1359525,25,2,166.66,Titans,caught
38,7781,2,2041,{6335},10,1,true,419116,74,3,194.73,Daredevils,caught
11,49039,1,0,"{63477,7593}",3,2,true,1082620,16,0,145.45,KKR,run out
60,102052,6,90514,{63477},9,2,true,2350720,76,1,300.81,Capitals,caught
17,95315,1,62022,{63477},1,1,true,1136612,17,1,100,Daredevils,caught
122,122022,11,223981,{63477},15,6,true,4781590,164,7,461.79,KKR,caught
92,288543,22,362184,{63477},7,9,true,7041854,84,2,400.43,Mumbai,caught
13,45256,1,0,{63477},0,2,true,1082647,5,0,38.46,Mumbai,run out
2,70405,5,62022,{63477},0,1,true,1254065,0,0,0,Punjab Kings,caught
24,160569,15,161237,{63477},6,4,true,3674492,32,0,349.16,RCB,caught
23,124630,14,228908,{63477},3,4,true,3744785,23,0,338.63,Royals,caught
108,257146,14,170834,{63477},16,7,true,4962751,151,4,574.24,Sunrisers,caught
60,275733,12,224492,{63477},8,3,true,4023175,80,2,331.98,Super Giants,caught
8,60628,6,54674,{63477},1,1,true,1304056,14,1,175,Titans,caught
4,8813,5,0,"{63509,52161}",1,1,true,1178413,6,0,150,KKR,run out
21,75325,4,0,"{63509,52161}",2,1,true,1178394,17,0,80.95,Mumbai,run out
3,63646,10,0,"{63509,52161}",0,1,true,1254071,3,0,100,Punjab Kings,run out
6,102735,6,0,"{63509,66722}",0,2,true,1359504,8,0,133.33,Super Giants,run out
23,59600,3,0,"{63509,7716}",5,2,true,1082611,33,1,143.47,Daredevils,run out
9,58274,9,0,"{63509,79159}",1,2,true,1175366,14,1,155.55,RCB,run out
6,50281,3,0,"{63509,79597}",0,2,true,1216507,5,0,83.33,Royals,run out
16,58406,1,0,"{63509,86165}",1,2,true,1136579,18,1,112.5,RCB,run out
45,190630,2,152005,{63509},7,4,true,2485822,66,2,290.21,Capitals,caught
47,90811,12,121008,{63509},5,2,true,2063563,55,1,227.03,Guj Lions,caught
94,180805,14,280743,{63509},8,8,true,4671805,105,4,432.44,Kings XI,caught
4,66116,8,0,{63509},0,1,true,1216498,4,0,100,Kings XI,run out
99,224512,10,263116,{63509},12,5,true,4630000,120,5,399.66,KKR,caught
52,380391,24,345565,{63509},2,8,true,6966754,47,3,677.33,Mumbai,caught
76,122145,5,138498,{63509},8,3,true,2432492,108,6,273.36,RCB,caught
10,114645,14,154689,{63509},0,4,true,2440662,6,0,112.5,Royals,caught
3,53268,2,0,{63509},1,1,true,1136566,6,0,200,Royals,run out
95,231555,37,501173,{63509},8,11,true,8663951,111,4,623.4,Super Kings,caught
9,53320,5,54282,{63509},1,2,true,1082615,10,0,111.11,Supergiant,caught
5,86165,5,58274,{63522},0,2,true,1304087,2,0,40,Capitals,caught
1,67342,8,0,{63522},0,1,true,1304099,0,0,0,Super Giants,run out
5,62182,7,45257,{63523},1,1,true,829773,8,0,160,Sunrisers,caught
23,48739,2,49327,{6354},5,2,true,392219,36,1,156.52,Daredevils,caught
2,9587,2,49327,{6354},0,2,true,392207,0,0,0,Kings XI,caught
8,1988,1,48965,{6354},1,1,true,392203,6,0,75,Mumbai,caught
92,151914,13,111160,{6354},9,8,true,1568796,94,2,443.8,RCB,caught
11,8726,7,0,"{63646,11920}",1,1,true,598005,16,1,145.45,Royals,run out
1,67296,8,0,"{63646,49024}",0,1,true,1304062,1,0,100,Punjab Kings,run out
4,70411,3,0,"{63646,70405}",0,1,true,1216523,2,0,50,KKR,run out
6,12894,8,64443,{63646},0,1,true,1216493,4,0,66.66,Capitals,caught
21,120129,3,112924,{63646},6,4,true,2273124,58,5,458.75,Kings XI,caught
29,70411,5,72397,{63646},4,2,true,1359487,45,3,155.17,KKR,caught
4,70695,7,0,{63646},0,1,true,1254102,2,0,50,KKR,run out
43,110454,12,132838,{63646},5,3,true,2534873,58,3,272.28,Mumbai,caught
12,110395,4,0,{63646},2,2,true,1945812,14,0,222.85,Mumbai,run out
52,109715,14,205262,{63646},14,3,true,3644554,83,1,395.82,RCB,caught
2,71335,5,0,{63646},0,1,true,980921,1,0,50,RCB,run out
65,316312,18,370545,{63646},8,9,true,6136554,81,2,403.98,Royals,caught
25,51454,3,12894,{63646},3,1,true,1178423,36,1,144,Sunrisers,caught
41,189096,14,251096,{63646},3,6,true,4023153,34,0,198.28,Super Giants,caught
38,15716,3,72103,{63646},5,1,true,1178430,53,2,139.47,Super Kings,caught
1,12894,8,0,{63646},0,1,true,729293,1,0,100,Super Kings,run out
5,7593,6,0,{63646},0,2,true,1082642,5,0,100,Supergiant,run out
13,109286,14,130947,{63651},1,3,true,2576017,16,1,222.5,KKR,caught
18,58406,2,67455,{63651},1,1,true,1254112,19,1,105.55,Mumbai,caught
5,56511,3,63477,{63651},1,2,true,1304110,4,0,80,Punjab Kings,caught
4,60806,4,67609,{63651},0,1,true,1359485,0,0,0,Royals,caught
68,161956,11,184985,{63651},7,5,true,3757808,84,1,427.07,Sunrisers,caught
3,72103,1,80607,{63651},0,1,true,1216509,0,0,0,Super Kings,caught
66,103491,4,20368,{6377},4,4,true,1096746,66,1,197.41,Chargers,caught
34,8107,3,10125,{6377},3,2,true,548349,36,1,105.88,Daredevils,caught
8,7704,8,55401,{6377},0,2,true,548312,8,1,100,KKR,caught
21,59599,1,48249,{6377},3,2,true,548324,34,3,161.9,RCB,caught
32,60397,7,18273,{6377},3,2,true,1002516,32,1,135.71,Royals,caught
12,47023,6,0,{6377},0,1,true,548358,11,0,91.66,Warriors,run out
18,8742,3,47184,{6405},2,2,true,335991,21,1,116.66,Mumbai,caught
31,51216,4,0,"{64244,8813}",1,1,true,1216545,30,1,96.77,Sunrisers,run out
77,185998,18,209030,{64244},4,4,true,4769692,106,7,365.22,Mumbai,caught
26,152360,6,0,{64244},3,3,true,2299140,37,1,280.38,RCB,run out
27,112871,11,195090,{64244},4,3,true,2520606,38,1,219.09,Royals,caught
72,144341,8,102001,{64244},7,2,true,2083795,88,5,232.38,Super Kings,caught
12,51482,4,0,"{64402,7593}",1,2,true,1082624,7,0,58.33,RCB,run out
8,44853,7,0,"{64402,96417}",1,1,true,1254115,9,0,112.5,RCB,run out
5,67455,7,81147,{64402},0,1,true,1254092,0,0,0,Capitals,caught
30,100051,9,136043,{64402},2,4,true,2608162,53,6,292,KKR,caught
18,54222,4,49039,{64402},1,1,true,1254115,15,0,83.33,RCB,caught
30,46933,2,84635,{64402},7,2,true,1254098,43,0,143.33,Super Kings,caught
7,10553,7,0,"{64479,12701}",0,2,true,981019,9,1,128.57,RCB,run out
8,48671,2,0,"{64479,12701}",2,2,true,980979,11,0,137.5,Supergiants,run out
0,108529,10,0,"{64479,59261}",0,1,true,1359484,0,0,0,Sunrisers,run out
45,46533,3,0,"{64479,60806}",9,1,true,829763,57,1,126.66,RCB,run out
42,258495,13,212160,{64479},3,4,true,3607844,43,1,286.22,Capitals,caught
9,52241,2,87477,{64479},3,2,true,1082611,13,0,144.44,Daredevils,caught
18,19197,6,126506,{64479},1,2,true,2063572,18,1,105.88,Guj Lions,caught
127,355781,34,437845,{64479},22,14,true,8900627,176,5,873.46,Kings XI,caught
143,316943,18,419826,{64479},18,8,true,6097443,192,6,613.92,KKR,caught
203,864787,63,1009822,{64479},15,18,true,16315857,224,11,1202.88,Mumbai,caught
1,95219,10,95329,{64479},0,2,true,1359512,0,0,0,Punjab Kings,caught
44,343742,35,350578,{64479},4,9,true,6876469,37,1,473.91,RCB,caught
129,354724,21,387127,{64479},27,9,true,6388268,224,10,667.84,Royals,caught
55,195143,21,98631,{64479},4,4,true,4023026,54,2,332.13,Sunrisers,caught
31,105219,2,155712,{64479},0,3,true,2390645,14,1,91.25,Super Kings,caught
7,46933,2,0,{64479},0,2,true,1178416,1,0,14.28,Super Kings,run out
52,200423,10,184778,{64479},6,4,true,4023058,53,0,177.02,Titans,caught
15,63509,4,56596,{64741},1,2,true,1175363,35,3,233.33,Sunrisers,caught
22,95315,1,66253,{64767},5,2,true,1178395,28,0,127.27,Capitals,caught
10,51096,1,62500,{64767},1,1,true,1136600,9,0,90,Royals,caught
3,52161,5,0,"{64864,7593}",1,1,true,1304084,6,0,200,Punjab Kings,run out
11,67455,4,46597,{64864},1,1,true,1254114,10,0,90.9,Capitals,caught
5,111629,5,120836,{64864},0,2,true,2482498,1,0,33.33,Mumbai,caught
2,46597,5,72103,{64864},0,1,true,1216544,1,0,50,RCB,caught
20,60806,3,64864,{64864},2,2,true,1304114,15,0,75,Royals,caught
21,63509,6,104758,{64864},2,2,true,1359475,27,1,128.57,Titans,caught
24,45222,3,45105,{64936},0,2,true,729309,19,0,79.16,Daredevils,caught
12,51216,6,0,"{66101,10556}",1,2,true,829775,12,0,100,Kings XI,run out
1,101430,11,0,"{66101,70405}",0,1,true,1304074,0,0,0,Punjab Kings,run out
1,75311,7,0,"{66101,9900}",0,2,true,1082650,0,0,0,Supergiant,run out
27,86165,3,54283,{66101},4,1,true,1254077,37,1,137.03,Capitals,caught
29,92245,9,136734,{66101},3,2,true,1659566,40,3,267.36,Daredevils,caught
29,49342,1,7139,{66101},6,1,true,829717,35,0,120.68,Kings XI,caught
47,105794,7,81189,{66101},5,4,true,2165288,59,2,285.71,KKR,caught
77,200964,10,219758,{66101},7,5,true,3862288,88,4,235.89,Mumbai,caught
35,184608,11,193989,{66101},4,4,true,3812330,35,0,255,Punjab Kings,caught
46,60806,3,53716,{66101},7,2,true,829769,76,3,165.21,Royals,caught
25,60806,3,0,{66101},4,2,true,1216537,48,3,192,Royals,run out
50,67185,10,96526,{66101},0,3,true,2046313,30,0,123.14,Sunrisers,caught
23,68397,18,161148,{66101},2,6,true,2489463,25,1,284.44,Super Kings,caught
25,47055,5,104770,{66116},5,1,true,1216520,40,2,160,KKR,caught
16,200539,14,223329,{66116},3,3,true,3608398,17,0,300,Mumbai,caught
53,49752,2,63646,{66116},8,2,true,1178403,67,0,126.41,RCB,caught
9,112885,14,165076,{66116},1,3,true,2394921,14,1,200,Sunrisers,caught
8,86165,3,44853,{66183},1,1,true,1254101,10,0,125,Capitals,caught
44,140972,15,225896,{66183},1,6,true,3867717,37,1,219.99,KKR,caught
37,61413,1,71379,{66183},5,1,true,1254103,58,3,156.75,Royals,caught
4,81197,4,61325,{66183},0,1,true,1254103,3,0,75,Royals,stumping
62,172722,10,193831,{66190},10,6,true,3247884,77,1,384.32,Mumbai,caught
22,49247,6,0,"{66253,51482}",2,2,true,1082610,23,0,104.54,Guj Lions,run out
48,48405,1,0,"{66253,61832,58406}",7,2,true,980933,65,1,135.41,Mumbai,run out
0,59601,4,0,"{66253,7593}",0,2,true,829779,0,0,0,RCB,run out
1,12894,8,0,"{66253,9900}",0,1,true,1136608,0,0,0,Kings XI,run out
2,15308,10,66253,{66253},0,2,true,1082595,0,0,0,Daredevils,caught
32,116382,8,113506,{66253},2,2,true,2063546,20,0,140,Kings XI,caught
7,53891,5,0,{66253},0,1,true,548369,4,0,57.14,Kings XI,run out
44,65554,10,190170,{66253},3,6,true,3436418,33,0,257.5,KKR,caught
87,222700,9,244318,{66253},4,7,true,4479458,102,7,436.16,Mumbai,caught
38,171162,23,135771,{66253},6,5,true,2489379,48,0,269.03,RCB,caught
13,60806,1,61325,{66253},2,2,true,1178424,28,3,215.38,Royals,caught
31,59779,8,60938,{66253},2,3,true,1715032,37,1,244.01,Sunrisers,caught
27,23309,7,123697,{66253},4,2,true,1096760,50,3,388.82,Super Kings,caught
9,86165,4,0,"{66358,60628}",0,1,true,1216500,5,0,55.55,Capitals,run out
23,48739,4,0,"{66358,61797}",3,1,true,734007,44,3,191.3,Sunrisers,run out
46,57797,5,115807,{66358},3,3,true,1332067,39,1,92.85,Daredevils,caught
16,107348,13,20260,{66358},0,3,true,1468092,22,2,253.33,KKR,caught
63,73121,6,182496,{66358},11,5,true,2661648,103,4,340.88,Mumbai,caught
35,156292,11,183532,{66358},5,4,true,2640493,51,3,480.35,Sunrisers,caught
27,50281,3,54212,{66358},3,1,true,1082594,26,0,96.29,Supergiant,caught
15,8107,3,52222,{66358},2,1,true,980919,15,0,100,Supergiants,caught
42,35812,2,53549,{66358},8,1,true,598025,64,2,152.38,Warriors,caught
19,52241,2,51050,{66371},1,2,true,1082595,25,1,131.57,Daredevils,caught
3,51491,8,0,"{66722,61832}",0,1,true,598073,3,0,100,Mumbai,run out
11,102743,1,0,"{66722,79159}",1,1,true,1359522,14,1,127.27,Royals,run out
87,154475,27,301434,{66722},10,6,true,4811639,104,5,491.65,Daredevils,caught
8,75325,6,10130,{66722},2,2,true,980905,11,0,137.5,Guj Lions,caught
46,217159,27,237534,{66722},2,6,true,4426132,50,3,430.05,KKR,caught
49,8742,1,0,{66722},6,1,true,980963,70,2,142.85,KKR,run out
8,49040,5,7804,{66722},1,1,true,734045,14,1,175,Mumbai,caught
42,129900,13,64855,{66722},5,4,true,2489387,51,2,398.16,RCB,caught
41,258966,14,213438,{66722},6,5,true,4078516,52,3,417.33,Royals,caught
11,12701,4,12894,{66722},0,2,true,829711,15,1,136.36,Sunrisers,caught
22,15887,2,0,{66722},4,2,true,980991,25,0,113.63,Sunrisers,run out
53,129424,15,184831,{66722},6,6,true,3877322,105,7,620.5,Super Kings,caught
62,96126,6,128519,{66722},9,2,true,1961838,75,0,215.29,Supergiants,caught
19,67609,8,0,"{66725,61832}",1,1,true,1216494,12,0,63.15,KKR,run out
16,9900,2,4173,{66725},2,1,true,548366,18,0,112.5,Chargers,caught
6,62457,5,61797,{66725},1,2,true,980971,12,1,200,Daredevils,caught
43,61270,4,129252,{66725},5,4,true,2063592,54,2,239.33,Guj Lions,caught
60,94110,11,79484,{66725},6,3,true,1814525,72,5,249.76,KKR,caught
44,229912,25,279309,{66725},1,7,true,4757520,33,1,280.56,Mumbai,caught
27,58116,4,47185,{66725},1,1,true,548354,34,2,125.92,Royals,caught
60,190947,13,207777,{66725},7,4,true,3224730,93,6,449.09,Sunrisers,caught
12,56840,12,123157,{66725},1,4,true,2433050,17,1,283.32,Super Kings,caught
29,6256,2,47185,{66725},3,1,true,598041,35,0,120.68,Super Kings,stumping
43,52646,8,52492,{66725},3,2,true,1196028,49,3,220.6,Warriors,caught
20,7593,6,0,"{66726,7716}",1,2,true,980979,30,2,150,Supergiants,run out
7,62457,5,54674,{66726},2,2,true,981003,10,0,142.85,Daredevils,caught
13,49040,6,47078,{66726},2,2,true,980973,11,0,84.61,Mumbai,caught
3,10125,4,0,{66726},0,2,true,980953,2,0,66.66,RCB,run out
19,59467,3,129222,{66726},2,4,true,2273144,23,1,242.22,Super Kings,caught
1,95316,2,62022,{66941},0,2,true,1254072,0,0,0,KKR,caught
9,52539,2,66941,{66941},2,1,true,1136617,12,0,133.33,Sunrisers,caught
5,95316,6,0,"{67296,59260,89165}",0,1,true,1175365,4,0,80,KKR,run out
27,58406,2,0,"{67296,86165,67455}",2,1,true,1178409,35,2,129.62,Mumbai,run out
8,48739,1,0,"{67296,86165}",0,2,true,1254077,6,0,75,Sunrisers,run out
43,15716,3,0,{67296},5,1,true,1082632,77,4,179.06,Guj Lions,run out
6,51421,8,54212,{67296},0,2,true,1216493,5,0,83.33,Kings XI,caught
1,63646,10,0,{67296},0,1,true,1175368,0,0,0,Kings XI,run out
47,239809,18,270523,{67296},10,5,true,4874317,89,5,626.49,KKR,caught
72,269891,18,288607,{67296},4,6,true,6216000,68,2,343.12,Mumbai,caught
2,7139,8,0,{67296},0,1,true,1082614,2,0,100,Mumbai,run out
8,70405,5,73507,{67296},1,1,true,1254068,9,0,112.5,Punjab Kings,caught
17,125063,7,130947,{67296},0,3,true,2508180,10,0,116.66,RCB,caught
17,128858,9,116951,{67296},2,4,true,2470564,15,1,181.81,Royals,caught
0,60806,2,0,{67296},0,1,true,1178415,0,0,0,Royals,run out
120,376006,30,435549,{67296},12,12,true,8418403,143,5,625.78,Sunrisers,caught
27,95939,7,130963,{67296},3,4,true,2470653,26,0,199.99,Super Kings,caught
14,53891,5,59832,{67296},0,1,true,1304094,11,0,78.57,Titans,caught
27,60530,1,49039,{67312},9,2,true,1136578,60,2,222.22,Kings XI,caught
21,49342,1,56596,{67312},3,2,true,1216496,21,0,100,Super Kings,caught
12,167814,10,175299,{67342},1,4,true,2608155,11,0,174.28,Mumbai,caught
52,54340,2,0,"{67455,51216}",8,2,true,1082639,84,3,161.53,KKR,run out
103,309113,23,359854,{67455},14,8,true,5498004,142,5,734.04,Daredevils,caught
19,45222,3,0,{67455},3,2,true,829725,21,0,110.52,Daredevils,run out
37,7568,2,89165,{67455},6,1,true,1178412,69,5,186.48,Kings XI,caught
