fielders,isout,team,wickettype,Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,Sum of fours,Sum of innings,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate
{10384},true,Warriors,stumping,40,57124,8,63750,0,4,1096750,30,0,149.49
{10401},true,Super Kings,run out,40,49342,2,0,2,1,501249,53,3,132.5
{10556},true,RCB,caught,40,125721,7,145471,4,5,2371790,59,4,420.83
{12049},true,RCB,caught,40,47078,5,49327,5,1,598004,44,0,110
{12701},true,Super Kings,caught,40,65008,12,127117,3,3,1645076,33,0,167.37
{35812},true,KKR,caught,40,110793,11,60988,4,3,1715016,48,2,271.87
{45443},true,Super Kings,caught,40,10125,1,12562,4,1,1136590,78,7,195
{49028},true,Super Kings,caught,40,61240,8,133857,2,2,2273174,49,4,191.42
{49042},true,KKR,caught,40,57537,9,4000,3,4,893404,29,0,152.01
{49193},true,Super Kings,run out,40,15716,3,0,5,1,501215,50,1,125
{49496},true,Sunrisers,caught,40,95817,4,117105,6,4,2165208,39,0,216.66
{50810},true,Mumbai,caught,40,8999,3,10562,4,2,501218,37,0,92.5
{51454},true,Capitals,caught,40,191879,14,167904,1,4,3629083,47,2,342.5
{51482},true,Super Kings,caught,40,62313,6,90558,8,3,1852100,45,0,281.25
{51491},true,Daredevils,run out,40,59259,4,0,6,2,598006,49,0,122.5
{53271},true,Guj Lions,caught,40,24529,7,81196,8,4,1962014,61,2,236.11
{62153},true,Supergiant,caught,40,101377,4,56325,5,2,2165248,51,1,215.62
{70640},true,Super Kings,caught,40,116094,19,173389,4,5,3566015,65,4,438.57
{7458},true,Kings XI,caught,40,65429,11,29912,6,5,1441763,77,5,556.81
{7520},true,Mumbai,caught,40,79410,9,65955,1,2,2165184,44,2,204.75
{7568},true,Super Kings,caught,40,103868,9,163370,6,5,2468697,53,2,378.41
{7804},true,Supergiants,caught,40,35384,3,47078,3,2,980979,34,1,85
{7987},true,Super Kings,caught,40,2121,2,1973,3,2,336029,45,2,112.5
{80807},true,Titans,caught,40,51216,1,66116,6,2,1304097,55,2,137.5
{86109},true,KKR,caught,40,303577,22,307927,5,7,6531243,44,1,453.42
{8726},true,Warriors,caught,40,17484,6,19780,7,2,1049593,48,0,235.08
{8813},true,Royals,run out,40,10125,4,0,5,2,336015,74,5,185
{9257},true,Super Kings,stumping,40,9900,1,2000,5,2,336033,54,2,135
{9505},true,Kochi,caught,40,20284,2,25788,4,4,1002476,53,3,228.13
{95094},true,Mumbai,caught,40,309883,28,308488,4,5,5332616,43,1,295.83
{95316},true,KKR,caught,40,81147,4,72397,8,2,1359487,83,5,207.5
{96401},true,Kings XI,caught,40,9952,2,96401,9,1,1082616,65,2,162.5
{9815},true,Sunrisers,caught,40,27936,6,60608,3,2,1196136,33,0,84.61
{9982},true,Kings XI,caught,40,29223,7,37720,10,5,1257391,64,1,481.3
{101312},true,Punjab Kings,caught,39,75719,6,164182,5,4,2608098,62,3,338.27
{101430},true,Super Kings,caught,39,138404,20,206472,6,5,3862208,69,4,470
{102743},true,RCB,run out,39,46933,3,0,8,1,1359506,62,2,158.97
{10562},true,Mumbai,caught,39,1934,2,50810,2,2,501218,35,0,89.74
{108718},true,KKR,caught,39,52290,1,67609,5,1,1359502,43,1,110.25
{11984},true,Sunrisers,caught,39,62182,3,47185,5,2,598021,46,0,117.94
{15308},true,Mumbai,caught,39,146485,14,70324,1,5,2257500,53,4,435.71
{15473},true,Royals,caught,39,114712,11,69755,4,2,1637773,45,1,228.57
{15716},true,Royals,run out,39,15473,5,0,3,2,336040,56,4,143.58
{46533},true,Supergiants,caught,39,73709,15,109969,3,4,1961862,41,0,107.89
{47347},true,Supergiant,caught,39,50281,3,54283,0,1,1082634,34,0,87.17
{48277},true,Capitals,caught,39,15887,2,98673,1,1,1254116,36,2,92.3
{48927},true,Guj Lions,caught,39,45554,1,54222,8,2,1082637,74,4,189.74
{51216},true,Super Giants,stumping,39,229183,15,278425,4,6,3967710,36,1,272.72
{51491},true,Royals,caught,39,163549,7,176036,8,4,2719080,52,0,205.54
{54010},true,Royals,caught,39,2281,1,12601,8,1,548354,46,0,117.94
{54340},true,Royals,caught,39,12834,6,138184,5,3,1684991,39,0,108.33
{58116},true,Daredevils,caught,39,7781,2,3328,8,1,548345,63,2,161.53
{59118},true,Kings XI,caught,39,108113,10,52244,6,2,1467946,61,3,299.99
{60806},true,Super Giants,stumping,39,64479,4,61325,5,2,1304109,59,2,151.28
{70277},true,Capitals,caught,39,50771,4,66259,1,2,1359514,63,6,161.53
{72379},true,KKR,caught,39,144351,9,125818,5,2,2353122,49,1,178.23
{72509},true,Sunrisers,caught,39,328220,23,203522,3,7,4775756,71,6,462.38
{7458},true,Mumbai,caught,39,212665,12,155335,5,5,3362006,45,2,373.28
{74975},true,Super Kings,caught,39,126526,7,161899,4,4,3683514,32,0,227.39
{7632},true,Warriors,caught,39,52576,7,52382,4,4,1002464,54,2,210
"{7716,9900}",true,Sunrisers,run out,39,15887,1,0,7,2,734021,50,1,128.2
{7716},true,Royals,caught,39,137085,11,62900,3,5,1982838,52,2,401.52
{79151},true,Mumbai,caught,39,75325,2,104770,8,2,1359537,59,1,151.28
"{8163,4176}",true,Royals,run out,39,12106,2,0,6,2,392220,44,1,112.82
"{87603,66101}",true,Capitals,run out,39,95315,1,0,7,1,1254077,53,1,135.89
{95315},true,Sunrisers,caught,39,162247,15,162225,2,5,3566072,41,1,311.55
0,true,Royals,hitwicket,39,108498,8,60517,5,4,1570620,57,3,276.61
{101424},true,Capitals,caught,38,95315,3,72103,7,1,1359538,54,1,142.1
{102753},true,Sunrisers,caught,38,197124,8,145881,6,4,2663603,49,1,247.91
"{10553,50483}",true,RCB,run out,38,46533,3,0,4,1,829819,66,4,173.68
{10556},true,Daredevils,run out,38,25737,14,0,3,3,1579010,33,0,161.74
{12894},true,Daredevils,caught,38,215030,10,178396,4,6,2957192,35,0,329.37
{3947},true,Mumbai,stumping,38,8742,4,7987,5,1,335985,48,1,126.31
{4382},true,RCB,caught,38,61801,13,59724,4,3,838296,62,4,299.04
{45222},true,Sunrisers,caught,38,77327,8,118927,6,6,2393455,44,0,310
{47185},true,Royals,run out,38,9982,3,0,5,1,419124,45,1,118.42
{47347},true,RCB,caught,38,7568,1,49028,4,2,981019,76,8,200
{49040},true,Guj Lions,caught,38,91041,4,77779,6,2,2165250,49,2,170.47
{50483},true,Mumbai,caught,38,106647,10,130224,5,5,2312977,46,2,267.24
{51050},true,Sunrisers,caught,38,48739,1,51455,8,1,981019,69,3,181.57
{51050},true,Warriors,caught,38,9654,12,9752,4,4,1096706,37,1,136.18
{51216},true,Super Kings,caught,38,239551,17,356158,5,6,6156975,36,1,332.5
{52161},true,Royals,caught,38,114077,6,166762,4,4,2433014,42,1,227.07
{52241},true,Supergiants,caught,38,22910,7,38844,2,4,1961930,48,3,251.66
{53271},true,KKR,caught,38,174540,10,194332,7,4,3737110,55,1,346.96
{53320},true,KKR,caught,38,57781,7,121365,6,3,2353105,48,2,133.33
{59215},true,Warriors,caught,38,101052,10,96481,1,4,1196036,31,1,175.69
{59260},true,Punjab Kings,caught,38,117041,4,181827,1,3,2558196,40,2,144.75
{59600},true,Kings XI,caught,38,82439,11,114727,5,4,1912314,46,1,243.33
{60530},true,Punjab Kings,caught,38,266804,21,282888,3,8,5327183,60,5,565.62
{60737},true,RCB,caught,38,249119,34,210235,4,6,4992260,36,0,384.72
{61832},true,Super Kings,caught,38,158829,15,299532,3,5,4478754,52,3,483.33
{61999},true,Punjab Kings,caught,38,124078,7,145456,1,3,2508180,34,2,166.17
{62022},true,Royals,caught,38,163549,4,128963,2,2,2432992,80,9,331.25
{6335},true,Daredevils,caught,38,7781,2,2041,10,1,419116,74,3,194.73
{63646},true,Super Kings,caught,38,15716,3,72103,5,1,1178430,53,2,139.47
{66253},true,RCB,caught,38,171162,23,135771,6,5,2489379,48,0,269.03
{7593},true,Royals,stumping,38,59448,8,9499,2,2,784434,37,1,230.9
{9505},true,Kings XI,caught,38,83084,11,114850,2,4,1489125,36,0,241.78
{95219},true,Super Giants,caught,38,224289,17,222347,3,3,3967688,61,5,374.16
{95323},true,Capitals,caught,38,71331,3,98673,5,2,1216497,47,0,123.68
{9587},true,Chargers,stumping,38,8558,5,18387,5,4,784458,48,1,276.92
{96408},true,Titans,caught,38,102753,4,49039,3,1,1359487,53,2,139.47
{9900},true,Guj Lions,caught,38,159775,23,231788,4,8,3923668,36,1,243.55
{100878},true,Capitals,caught,37,157496,7,131232,5,3,2520599,55,2,267.94
{10125},true,Capitals,caught,37,246971,14,88583,6,4,3535552,43,1,333.33
{10125},true,Sunrisers,caught,37,146913,9,211250,5,5,3313663,44,2,305.21
{101306},true,Capitals,caught,37,83342,9,115857,7,2,2433086,64,2,347.72
"{101430,104770}",true,Sunrisers,run out,37,51216,2,0,1,2,1254107,31,0,83.78
{103588},true,Super Kings,caught,37,58403,2,78239,6,2,1304095,56,2,151.35
{104825},true,Mumbai,caught,37,48405,2,87569,8,2,1359543,56,1,151.35
{10556},true,Royals,caught,37,9705,11,66938,6,3,1096660,73,5,348.94
{105938},true,Capitals,caught,37,53649,6,49247,2,2,1359529,35,1,94.59
{12894},true,KKR,caught,37,123019,11,198355,2,6,3631104,29,1,238.19
{15317},true,Chargers,caught,37,49005,1,57148,5,1,501208,38,1,102.7
{15887},true,Capitals,caught,37,129164,8,131935,5,2,2663648,48,2,181.71
{15887},true,Chargers,caught,37,69169,14,102521,3,4,1147318,30,0,253.63
{4380},true,Chargers,caught,37,61441,8,15482,7,2,893409,59,2,293.64
{45222},true,Super Kings,caught,37,71357,11,134436,2,3,2489403,30,1,289.88
{47078},true,Chargers,caught,37,6523,4,102547,4,3,811304,44,2,237.41
{47185},true,Mumbai,caught,37,172630,30,160774,1,9,3182516,44,3,349.99
{47695},true,Kings XI,caught,37,76312,9,49637,4,2,990190,39,0,191.95
{48249},true,Mumbai,caught,37,1988,1,9815,4,1,336036,38,0,102.7
{50483},true,Daredevils,caught,37,121612,3,100345,0,4,2063577,62,7,213.43
{51012},true,Kings XI,caught,37,170289,11,167560,2,3,2489257,37,2,184.06
"{51454,54283,51088}",true,Super Kings,run out,37,8999,4,0,9,1,1136580,79,4,213.51
"{51482,9900}",true,Royals,run out,37,2281,2,0,4,2,501225,44,1,118.91
{66183},true,Royals,caught,37,61413,1,71379,5,1,1254103,58,3,156.75
{67455},true,Kings XI,caught,37,7568,2,89165,6,1,1178412,69,5,186.48
{7139},true,Daredevils,caught,37,273290,19,233484,5,9,4269338,35,0,375.54
{74975},true,Titans,caught,37,170873,9,257293,5,6,3967691,52,2,406.24
{7519},true,Royals,run out,37,27579,7,0,9,4,838214,100,8,270.27
{75249},true,Sunrisers,caught,37,15887,2,51491,5,1,734007,45,2,121.62
{75325},true,KKR,caught,37,217333,14,207396,5,4,3744805,54,4,407.04
{75347},true,Super Kings,stumping,37,141691,7,147538,6,2,2719030,47,1,286.01
{7632},true,Super Kings,caught,37,36203,16,61527,8,6,1091187,59,2,377.5
{79597},true,Kings XI,caught,37,70405,4,79159,5,2,1216542,77,7,208.1
{7987},true,Chargers,caught,37,4176,1,10556,4,1,336002,46,2,124.32
{7987},true,Mumbai,caught,37,1988,1,47154,4,2,336012,54,4,145.94
{85975},true,Mumbai,caught,37,226304,16,209527,2,6,4089370,34,1,320.62
{8813},true,Daredevils,stumping,37,111889,3,98235,1,3,1966330,28,1,112.74
{8814},true,Kochi,caught,37,16215,5,58381,6,4,1002430,50,2,276.21
{8989},true,Super Kings,caught,37,6256,1,49247,2,1,501261,32,0,86.48
{9900},true,RCB,stumping,37,96285,8,65265,5,2,1400050,53,2,288.09
{11920},true,RCB,stumping,36,7568,2,49039,1,1,598057,33,1,91.66
{12020},true,RCB,caught,36,49752,2,11399,5,1,336006,34,0,94.44
{15308},true,Royals,caught,36,104367,6,78817,3,2,1814519,37,0,191.66
{15732},true,RCB,caught,36,7419,2,44660,5,1,598027,33,0,91.66
{15887},true,Punjab Kings,caught,36,59599,2,68063,7,1,1254068,69,4,191.66
{2101},true,Chargers,caught,36,48405,5,7520,6,1,335988,66,4,183.33
{2232},true,Super Kings,caught,36,48860,15,121502,2,6,1592393,34,2,296.53
{4173},true,Mumbai,caught,36,57218,7,101195,3,4,1096678,53,3,216.66
{47186},true,Chargers,caught,36,15887,2,7793,5,1,501212,45,1,125
{47289},true,RCB,run out,36,94852,13,0,3,3,990230,46,2,296.87
{48359},true,Daredevils,caught,36,7781,2,48431,2,2,548325,32,1,88.88
{48739},true,Sunrisers,caught,36,95320,2,67455,12,1,1359514,67,1,186.11
{49039},true,Kings XI,caught,36,137986,15,156352,1,3,2510408,39,3,114.7
{49040},true,Titans,caught,36,95316,2,66116,6,2,1304097,52,2,144.44
{49108},true,Kings XI,caught,36,124882,13,147563,8,6,2837835,49,1,295.55
{49327},true,Guj Lions,caught,36,35812,1,66116,7,2,980911,50,2,138.88
{49361},true,KKR,caught,36,12653,7,59685,5,2,837253,39,0,276.77
"{49496,86165}",true,Super Kings,run out,36,15716,4,0,3,1,1254059,54,4,150
{51012},true,Titans,caught,36,198913,13,100051,8,3,2663594,49,0,140
{51057},true,RCB,caught,36,111231,9,125627,4,3,1816629,47,2,275
{51482},true,KKR,stumping,36,62704,8,127578,1,3,2165253,39,2,210.71
{52541},true,Chargers,caught,36,53537,6,63054,4,2,672074,45,1,205.35
{53320},true,Daredevils,caught,36,213320,18,171961,7,4,3355800,74,5,387.93
{53330},true,Daredevils,caught,36,59198,10,120585,4,2,1659570,44,1,270.93
{53330},true,Royals,caught,36,74604,8,110102,4,3,1659568,37,1,196.75
{53978},true,Royals,caught,36,110909,9,77585,5,3,1563742,49,1,266.54
{54283},true,Daredevils,caught,36,95315,1,79159,6,1,1136596,65,3,180.55
{54283},true,Super Kings,caught,36,46933,2,59339,3,2,1254091,41,2,113.88
{55296},true,Daredevils,stumping,36,69529,10,65723,5,6,1572259,52,2,488.87
{56596},true,Mumbai,caught,36,160669,11,201354,1,3,3573324,23,1,192
"{59600,8813}",true,Capitals,run out,36,86165,4,0,3,1,1254092,39,0,108.33
{61999},true,Titans,caught,36,243836,13,162846,7,3,3967670,50,1,377.76
{68885},true,Royals,caught,36,111087,8,84286,3,3,2353767,34,0,193.33
{7136},true,Kochi,caught,36,6253,5,50810,2,1,501207,39,2,108.33
{72379},true,Mumbai,caught,36,75325,1,101306,4,1,1216541,37,1,102.77
{7593},true,Warriors,caught,36,51158,12,178931,3,6,1697302,40,2,378.61
{7642},true,Royals,caught,36,10125,4,47123,3,1,419141,58,3,161.11
{7704},true,Super Kings,caught,36,15716,3,48965,3,1,392231,52,3,144.44
{79159},true,Punjab Kings,caught,36,222964,5,221882,3,3,3917625,27,0,143.55
{79597},true,Titans,caught,36,102753,4,73871,6,1,1359536,47,1,130.55
{84201},true,Sunrisers,caught,36,51454,3,72509,3,1,1181766,30,0,83.33
{86165},true,Kings XI,stumping,36,120131,6,156620,2,2,2356824,42,2,244.44
{9505},true,Chargers,run out,36,2347,3,0,5,1,419110,45,1,125
{101312},true,RCB,caught,35,66183,3,54674,3,2,1254103,44,1,125.71
{104814},true,Super Kings,caught,35,49247,6,79597,5,2,1216516,50,2,142.85
{10553},true,KKR,caught,35,113490,25,151062,3,8,3238586,52,4,367.25
{12894},true,Super Kings,run out,35,8999,3,0,5,2,1136572,49,1,140
{15731},true,Daredevils,caught,35,159361,17,215958,5,7,3647062,41,2,391.07
{44853},true,Kochi,caught,35,49247,7,12562,2,2,501229,23,0,65.71
{45487},true,Mumbai,caught,35,48359,1,45257,6,2,548306,50,3,142.85
{47055},true,Daredevils,run out,35,46533,3,0,3,1,419128,45,0,128.57
{47624},true,RCB,caught,35,196677,20,124695,1,6,2827053,22,0,280.35
{47695},true,Chargers,caught,35,4176,1,12562,10,2,392237,85,5,242.85
{49752},true,Titans,caught,35,63509,4,77873,7,2,1359544,53,2,151.42
{51050},true,Mumbai,caught,35,94188,11,55005,7,4,1049639,54,2,230
"{51088,52539}",true,Super Kings,run out,35,10125,1,0,5,2,1136606,57,3,162.85
{51109},true,Kings XI,caught,35,9235,2,15473,7,1,336019,51,1,145.71
{51454},true,Titans,caught,35,165949,7,126875,6,4,2663568,39,1,203.56
{51455},true,Royals,caught,35,52764,9,102910,7,3,1331071,41,0,219.35
{51482},true,RCB,caught,35,9900,2,45257,2,1,1175356,29,0,82.85
{52539},true,Capitals,caught,35,86165,5,61797,3,2,1216524,36,1,102.85
{53891},true,Capitals,caught,35,302588,18,288333,2,4,5227160,50,4,375.05
{58274},true,Warriors,caught,35,2024,3,47289,5,1,548333,41,1,117.14
{59601},true,Kings XI,caught,35,127703,6,174290,8,3,2742239,62,2,559.3
{60806},true,Titans,stumping,35,95316,3,61325,6,2,1359522,36,0,102.85
{61832},true,Supergiant,caught,35,67119,9,20240,2,4,2165198,36,1,205.22
{62182},true,Royals,caught,35,2281,1,49193,4,2,598032,36,1,102.85
{63224},true,Guj Lions,caught,35,124572,10,116940,3,2,2165231,39,1,211.9
{63224},true,Royals,caught,35,151974,5,158486,6,3,2440690,53,2,299.01
{66101},true,Punjab Kings,caught,35,184608,11,193989,4,4,3812330,35,0,255
{66358},true,Sunrisers,caught,35,156292,11,183532,5,4,2640493,51,3,480.35
{70411},true,Super Kings,caught,35,104093,5,105459,2,3,2482445,21,0,67.74
{7129},true,RCB,caught,35,2281,3,47023,5,2,419148,52,2,148.57
{74975},true,Royals,caught,35,260831,11,234641,6,3,4078493,41,0,320.23
{7520},true,RCB,caught,35,76821,9,127544,2,6,2119624,22,0,213.15
{75591},true,RCB,caught,35,127081,15,223115,2,5,3855583,45,3,425.07
{7773},true,Warriors,caught,35,8742,1,51050,2,2,598053,31,0,88.57
{77835},true,RCB,caught,35,46533,3,61797,5,1,980977,64,2,182.85
{79159},true,Super Giants,caught,35,158624,11,160773,7,4,2663628,49,2,183.33
{86109},true,RCB,caught,35,63035,11,135218,7,2,2663567,55,2,161.76
{8726},true,Super Kings,caught,35,45554,1,58185,5,2,734003,44,2,125.71
{95094},true,Super Giants,caught,35,117362,4,93194,4,3,2718999,34,0,193.46
{96617},true,Capitals,caught,35,72363,3,96617,9,2,1359514,59,0,168.57
"{10125,51050}",true,KKR,run out,34,7773,2,0,7,1,980995,51,0,150
{104770},true,KKR,caught,34,220329,12,257496,3,6,3973162,34,1,226.66
{110977},true,RCB,caught,34,49752,1,86109,6,1,1359494,50,1,147.05
{11984},true,Royals,caught,34,12106,2,44908,10,1,336000,60,1,176.47
"{12701,44829}",true,KKR,run out,34,54100,6,0,5,4,1468052,40,1,121.21
{12701},true,Kochi,caught,34,14240,12,94578,3,4,1002466,40,1,252.44
{35384},true,KKR,run out,34,57019,10,0,4,4,1463356,31,0,241.79
{44876},true,Super Kings,run out,34,9505,4,0,3,1,419137,62,5,182.35
{45358},true,Kings XI,caught,34,59601,2,48277,3,1,548323,38,1,111.76
{49039},true,Super Kings,caught,34,99690,13,130729,6,5,3118605,48,1,327.5
{51216},true,Capitals,caught,34,271753,18,278541,3,5,5260320,27,0,309.75
{52539},true,Chargers,stumping,34,2347,2,1973,6,1,336002,47,2,138.23
{53121},true,KKR,caught,34,164536,7,182795,5,2,2663562,37,1,293.1
{58403},true,Royals,caught,34,232610,17,238466,6,4,4023096,44,0,231.86
{60628},true,Royals,caught,34,208772,28,284989,3,6,5287964,54,3,718.19
{6253},true,Kings XI,caught,34,28935,11,108107,7,5,1276564,40,0,370.83
{6377},true,Daredevils,caught,34,8107,3,10125,3,2,548349,36,1,105.88
{70411},true,Supergiant,caught,34,51096,1,49108,6,2,1082592,60,3,176.47
{7520},true,Chargers,caught,34,49361,4,47695,3,2,392223,27,0,79.41
{7568},true,Royals,caught,34,159115,13,226420,1,4,2340136,28,1,492.84
{80425},true,Sunrisers,caught,34,70405,5,63477,2,2,1304096,62,6,182.35
{8107},true,Chargers,caught,34,96810,8,95473,1,2,811352,52,5,173.33
{8114},true,Chargers,caught,34,14250,7,25288,3,2,784440,49,2,285.96
{85975},true,Capitals,caught,34,71335,5,79159,2,1,1359481,30,0,88.23
{8726},true,Kochi,stumping,34,9900,3,2000,2,1,501225,32,0,94.11
{8814},true,Warriors,caught,34,53688,7,58381,6,2,1002456,50,2,299.23
{95219},true,Royals,caught,34,163549,6,165852,4,3,2390688,58,4,345.71
{95319},true,Capitals,caught,34,217271,22,237915,1,6,3649580,30,2,162.03
{96803},true,Super Kings,caught,34,153083,12,212032,3,5,3967688,39,2,280.06
{9900},true,Warriors,caught,34,16458,5,55446,2,4,1099207,32,1,175.75
{101306},true,Punjab Kings,caught,33,60530,1,101780,4,2,1254111,49,2,148.48
{10556},true,Mumbai,run out,33,8999,3,0,3,1,501210,53,4,160.6
{10557},true,Kings XI,caught,33,14121,7,96638,4,4,672012,32,1,131.89
{108718},true,Titans,caught,33,77887,7,87603,0,2,1359518,26,1,78.78
{12619},true,Mumbai,caught,33,8999,5,10485,6,1,419107,55,2,166.66
{12894},true,Warriors,caught,33,110967,11,140801,4,4,1550786,29,0,310.25
{15317},true,Warriors,caught,33,60330,5,14936,4,4,1049594,32,0,212.6
{2119},true,Royals,caught,33,49247,4,9022,2,2,392202,37,1,112.12
{2281},true,Mumbai,caught,33,9453,9,94361,5,2,811327,35,0,209.09
{4176},true,Royals,caught,33,14834,13,145069,2,6,1588233,30,2,198.52
{46533},true,Warriors,stumping,33,55765,10,52450,5,4,1096724,42,1,205.21
{46597},true,Titans,caught,33,157046,11,147248,4,4,2608150,52,3,290.47
"{47123,4176}",true,Daredevils,run out,33,48739,1,0,4,2,419120,57,4,172.72
{47154},true,Chargers,caught,33,104296,15,114377,3,6,1483369,29,0,326.25
{47154},true,Mumbai,caught,33,14018,3,59716,5,3,1049538,33,0,172.21
{48277},true,Mumbai,caught,33,174341,13,165660,3,4,3119908,35,2,219.09
{48319},true,Kings XI,caught,33,51216,6,51092,2,2,829759,42,1,127.27
{48349},true,Daredevils,caught,33,14838,7,52244,4,4,784450,41,2,260.89
{48965},true,Super Kings,caught,33,98589,7,97794,1,3,1146337,35,1,195.44
{50121},true,Kochi,caught,33,49247,6,44946,3,1,501207,47,3,142.42
{51482},true,Warriors,caught,33,35812,2,11399,5,2,598035,37,0,112.12
{53754},true,Mumbai,stumping,33,2230,1,7136,1,2,597999,28,1,84.84
{58274},true,Daredevils,caught,33,166653,11,143970,5,4,2742108,42,1,346.52
{59600},true,KKR,run out,33,8742,3,0,5,2,1082622,59,4,178.78
{59601},true,RCB,caught,33,184949,15,187869,7,5,3688870,37,0,498.2
{60806},true,Punjab Kings,caught,33,194483,11,304392,3,5,3762283,46,2,301
{61988},true,Warriors,caught,33,8742,1,11399,4,2,598035,37,0,112.12
{61990},true,Guj Lions,caught,33,44625,9,118701,6,2,2165186,62,4,375.5
{61999},true,Super Giants,caught,33,64479,5,72505,3,1,1304058,51,3,154.54
{6315},true,Kings XI,caught,33,8813,4,47123,7,2,501254,69,5,209.09
{70472},true,Royals,caught,33,163549,7,182247,6,4,2718964,53,2,305.5
{74633},true,Sunrisers,caught,33,51454,3,61325,3,2,1216534,34,1,103.03
"{7593,45592}",true,KKR,run out,33,7704,7,0,4,1,335993,42,1,127.27
